x,y,z,a
-11.55,0.6,1.12,11.619677276069249
-10.46,-1.61,1.37,10.671485369900482
-9.34,-3.52,1.2,10.053158707590365
-8.28,-4.9,0.91,9.664186463432916
-7.48,-5.81,0.51,9.485072482590736
-7.06,-6.4,0.16,9.530435456997754
-7.07,-7.09,-0.24,10.01551795964642
-7.2,-8.72,-0.65,11.326998719872796
-7.13,-11.77,-0.86,13.788016536108447
-6.82,-15.79,-0.67,17.21294280476177
-6.37,-19.08,-0.27,20.117062409805264
-5.73,-19.61,0.3,20.432204971563884
-5.24,-19.61,1.4,20.346245353873037
-5.32,-19.61,2.48,20.469609180441136
-5.61,-19.6,3.05,20.61394188407448
-5.54,-19.61,3.47,20.670863552353104
-5.09,-19.61,3.21,20.512540066993164
-4.76,-19.61,2.43,20.325220786008696
-4.25,-19.61,1.73,20.139699600540222
-2.95,-19.61,1.67,19.90084169074263
-1.09,-19.61,2.34,19.779175918121563
0.81,-19.61,2.94,19.84569978609976
2.4,-19.1,3.21,19.515996003278957
3.61,-16.99,3.23,17.667062574180235
4.54,-13.92,3.02,14.949862875625314
5.34,-10.48,2.63,12.052505963491576
6.16,-6.95,1.83,9.465569185210152
7.07,-3.78,0.41,8.027540096442994
7.84,-1.36,-0.56,7.976766262088917
8.57,0.07,-1.17,8.649780344031864
9.25,1.04,-1.61,9.44649141215933
9.67,2.26,-1.42,10.031595087522224
9.51,4.0,-0.99,10.364371664505285
8.81,5.67,-0.47,10.487416269034046
8.06,6.36,0.27,10.270642628385042
7.88,5.8,1.14,9.850583739048158
8.44,4.44,2.04,9.752374069938048
9.55,2.93,2.84,10.385229896347989
10.81,1.77,3.52,11.505624711418326
11.68,1.14,4.0,12.398467647253833
11.83,1.03,4.16,12.582344773530886
11.2,1.39,3.93,11.950606679160686
9.99,1.87,3.25,10.670496708213728
8.69,1.96,2.36,9.215600902816918
7.64,1.4,1.53,7.916470173000085
6.85,-0.25,1.15,6.950359702921856
6.61,-3.66,1.36,7.677063240588813
7.62,-8.51,1.9,11.579917961712855
9.4,-14.0,2.05,16.987127479359188
10.53,-18.66,1.72,21.49499709234686
10.79,-19.61,1.56,22.43679567139657
10.58,-19.61,0.93,22.301421479358662
10.31,-19.61,-1.53,22.207861220747937
10.17,-19.6,-3.22,22.31495686753618
9.67,-19.61,-2.61,22.019834240974657
7.64,-19.61,-0.64,21.05543397795448
4.37,-19.61,0.97,20.114420200443263
