x,y,z,a
-3.01,-7.24,-1.87,8.06068235325025
-2.19,-7.67,-1.89,8.197383728971092
-1.38,-8.59,-2.09,8.947658911693047
-0.48,-10.0,-2.45,10.306934558829798
0.55,-11.88,-3.17,12.3079567760047
1.68,-14.39,-4.26,15.101062876499787
2.86,-17.24,-5.59,18.34789633718264
3.98,-19.29,-7.02,20.90992348144775
4.89,-19.61,-8.01,21.739924102903394
5.97,-19.61,-8.51,22.194889051310888
7.76,-19.61,-8.92,22.89838640603307
10.36,-19.61,-8.9,23.89752497644892
12.92,-19.61,-8.87,25.10289624724605
15.26,-19.61,-8.84,26.37357199925713
17.32,-19.61,-8.69,27.56901521636201
19.07,-19.61,-8.21,28.559080867562948
19.61,-19.61,-7.02,28.607422113850102
19.61,-19.57,-5.38,28.22200205513422
18.29,-18.29,-3.86,26.15239568376098
16.1,-15.63,-2.55,22.58338769981156
14.33,-12.3,-1.43,18.93894928447721
13.13,-8.76,-0.56,15.793926047693144
11.99,-5.7,0.07,13.276106356910525
10.44,-3.49,0.56,11.022127743770708
8.61,-2.22,0.97,8.944350172035977
6.91,-1.61,1.14,7.186083773516699
5.6,-1.18,1.05,5.818496369338043
4.79,-0.56,0.95,4.915302635647168
4.5,0.32,0.93,4.606224050130432
4.59,1.49,1.16,4.963244906308774
4.79,3.06,1.4,5.853861973090927
4.9,4.58,1.45,6.862135236207459
4.88,5.54,1.4,7.514386202478549
4.92,5.91,1.05,7.761249899339668
4.9,5.76,0.34,7.569887713830371
4.63,5.3,-0.37,7.047254784666154
4.1,4.71,-0.91,6.310483341234647
3.54,3.87,-1.24,5.389443384988844
3.14,2.94,-1.35,4.508403265015232
2.96,2.36,-1.33,4.012492990648083
2.96,2.22,-1.26,3.908657058376957
3.28,2.38,-1.37,4.277814862754114
3.83,2.67,-1.75,4.986010429190858
4.43,2.83,-2.17,5.687064269023166
5.21,2.81,-2.37,6.376292025934823
6.23,2.85,-2.32,7.233104451063872
7.37,2.93,-1.97,8.172068281653061
8.79,2.46,-1.57,9.261781686047236
11.18,0.04,-1.85,11.332100423134271
14.64,-5.92,-2.79,16.036212146264468
18.25,-14.92,-5.03,24.10331512468772
19.61,-19.61,-9.29,29.24736398378493
19.61,-19.61,-13.71,30.936520489544392
19.61,-19.61,-14.77,31.42064766996377
19.6,-19.59,-13.36,30.763902548278885
19.58,-19.59,-12.02,30.193126701287497
18.4,-19.61,-10.93,29.02717692094772
15.44,-19.61,-9.88,26.8432505483222
11.89,-19.61,-8.57,24.48201584837327
8.32,-19.61,-6.81,22.36404703983606
2.21,-19.38,-2.61,19.67944613041739
0.73,-17.35,-0.78,17.38285937353231
0.29,-14.03,0.34,14.037115088222365
0.06,-10.94,1.02,10.987611205353057
-0.66,-8.71,1.33,8.835643723011925
-1.85,-7.53,1.17,7.841702621242405
-3.09,-7.24,0.58,7.893167931825598
-4.05,-7.32,-0.49,8.380035799446206
-4.71,-7.14,-1.45,8.67560948867571
-5.25,-6.27,-1.75,8.362888257055692
-5.92,-4.81,-1.43,7.760631417610296
-6.82,-3.43,-0.96,7.694082141490303
-7.81,-2.6,-0.35,8.238847006711557
-8.76,-2.19,0.45,9.04080748606008
-9.51,-1.98,1.16,9.782949453002402
-9.97,-1.8,1.52,10.244574173678474
-10.26,-1.55,1.43,10.474492827817487
-10.46,-1.31,0.92,10.581781513525971
-10.46,-1.32,0.1,10.543433975702603
-10.19,-1.93,-1.02,10.4211995470771
-9.53,-3.3,-2.19,10.3202228658106
-8.67,-5.01,-3.18,10.506255279594152
-7.97,-6.48,-3.75,10.934980566969472
-7.57,-7.21,-3.76,11.109752472490106
-7.34,-7.19,-3.35,10.80713653101505
-6.95,-7.04,-2.83,10.28946062726322
-6.32,-7.61,-2.64,10.238364127144532
-5.57,-9.67,-3.04,11.566131591850406
-4.78,-13.54,-4.35,15.003416277634903
-3.83,-18.1,-6.4,19.576488449157576
-2.47,-19.61,-8.6,21.5548834374023
-0.41,-19.61,-10.57,22.28104800048687
2.28,-19.61,-10.86,22.531979495818824
5.01,-19.6,-9.77,22.465818480527258
8.14,-19.61,-8.25,22.77881032889997
11.88,-19.61,-6.34,23.78827652437225
14.54,-19.61,-4.68,24.856912519458245
16.63,-19.61,-3.21,25.911640241405017
18.02,-19.61,-2.13,26.717211680862206
17.47,-19.61,-2.11,26.347772201839
15.37,-19.61,-2.73,25.064754138032157
13.6,-19.16,-2.97,23.68304245657639
12.78,-16.6,-2.51,21.099490515175955
12.04,-12.78,-1.66,17.636484910548358
10.69,-9.17,-1.0,14.119667134886711
8.76,-6.44,-0.44,10.881396969139578
6.93,-4.47,0.03,8.246617488400926
5.85,-2.74,0.42,6.473522997564773
5.51,-0.96,0.77,5.64575947061155
5.54,0.64,1.07,5.6785649595650485
5.59,2.11,1.25,6.104318143740543
5.58,3.6,1.38,6.782388959651312
5.57,5.04,1.49,7.658106815656204
5.61,6.34,1.57,8.610029035955685
5.54,7.2,1.55,9.215969835020076
5.17,7.34,1.28,9.06878712948981
4.62,6.68,0.83,8.164294213218923
4.14,5.45,0.36,6.853590299981463
3.94,4.14,0.02,5.715207782749459
3.94,3.48,-0.24,5.26228087429776
4.19,3.48,-0.36,5.458580401532985
4.83,3.62,-0.34,6.045568625034373
5.75,3.64,-0.51,6.824382755971415
6.63,3.49,-1.03,7.562929326656437
7.18,3.33,-1.47,8.049981366438061
7.5,3.1,-1.29,8.217304910979026
8.01,2.71,-0.65,8.48096103044932
8.98,2.39,0.14,9.293659128674776
10.51,2.13,0.45,10.733102999598952
12.83,0.22,-0.63,12.847342137578496
15.81,-6.02,-1.95,17.029357004890116
18.74,-15.82,-3.66,24.79628197936134
19.61,-19.61,-8.5,29.006106253683896
19.61,-19.61,-12.66,30.485731088494497
19.61,-19.61,-12.96,30.61153050731048
19.6,-19.58,-11.92,30.159953580866134
18.47,-19.6,-11.56,29.307584342623667
15.17,-19.61,-10.93,27.09512686812889
11.65,-19.61,-9.79,24.821738456441764
8.09,-19.61,-8.15,22.724935643473227
4.82,-19.61,-6.14,21.106494261245757
2.37,-19.59,-3.91,20.11648826211971
0.63,-18.54,-1.7,18.6284325695964
-0.5,-15.59,0.08,15.59822105241492
-1.23,-11.94,1.27,12.070186411153722
-1.91,-8.68,1.74,9.05638448830437
-2.73,-6.36,1.44,7.069377624656926
-3.68,-5.25,0.51,6.431562796086189
-4.66,-5.2,-0.54,7.003370617067185
-5.51,-5.47,-1.44,7.896492892417493
-6.1,-5.27,-2.11,8.332766647398689
-6.61,-4.35,-2.36,8.257372463441381
-7.24,-2.97,-2.12,8.107582870375115
