x,y,z,a
13.24,-19.61,18.13,29.808498788097328
13.98,-19.61,18.04,30.090432034120084
14.73,-19.61,17.19,29.95031051591953
16.43,-19.61,16.22,30.29167212287892
18.77,-19.61,15.48,31.248926381557496
19.61,-19.61,14.77,31.42064766996377
19.61,-19.61,13.72,30.940953443615797
19.61,-19.06,12.32,29.99363432463629
19.61,-16.14,10.78,27.590942354330704
19.61,-12.43,9.06,24.92269247091895
18.92,-9.26,7.04,22.20980864393028
16.65,-6.52,4.86,18.5297733391426
13.89,-3.77,3.26,14.75712031529187
11.12,-0.36,1.94,11.293697357375926
8.57,3.38,0.57,9.23007042226656
6.51,6.42,0.04,9.14319965876279
5.01,9.02,-0.4,10.325720313857044
4.45,11.56,-0.77,12.41084203428599
5.15,13.84,-1.31,14.825120572865504
6.73,15.23,-1.53,16.720846270449353
8.46,15.46,-1.34,17.67424114353994
9.77,14.63,-1.0,17.62072075710866
10.45,12.83,-0.83,16.56805057935302
10.5,10.54,-0.85,14.901815325657472
10.16,8.34,-1.12,13.192255303775774
9.69,6.37,-1.7,11.720196244090795
9.23,4.62,-2.38,10.592530387022736
8.87,3.29,-2.88,9.889155676800724
8.93,2.06,-2.83,9.59152751129871
9.16,0.85,-2.48,9.52777518626463
10.61,-2.51,-0.66,10.922810993512613
12.43,-4.97,-0.08,13.387016097697051
14.41,-7.45,0.66,16.23533800079321
15.66,-9.69,1.57,18.48233210393104
15.87,-11.67,2.23,19.82469924109821
15.9,-13.09,3.05,20.819716616707343
16.58,-13.45,4.3,21.77817485465667
17.43,-13.46,5.74,22.75794586512588
17.38,-14.43,6.64,23.545252175332504
16.6,-16.41,7.07,24.389198428812705
15.75,-18.58,7.31,25.430591813797808
14.71,-19.61,7.46,25.62396924756194
13.61,-19.61,7.59,25.047800302621383
12.84,-19.61,7.43,24.589074809760533
12.12,-19.61,7.15,24.136466187078835
11.33,-19.61,7.17,23.755628806663907
10.73,-19.61,7.55,23.594225988576103
10.05,-19.59,8.15,23.4775019965924
8.87,-19.26,8.7,22.919740399926
7.27,-18.64,9.06,21.963289826435386
5.49,-17.92,8.93,20.760814049550177
3.67,-17.03,8.04,19.186750636832706
1.74,-15.93,6.77,17.396131753927364
-0.37,-14.59,5.56,15.617893583963236
-2.66,-13.08,4.32,14.02941196201751
-5.07,-11.54,2.9,12.933928250922069
-7.39,-10.16,1.39,12.640007911389928
-9.41,-9.03,-0.25,13.04421327639195
-10.91,-8.1,-1.75,13.70038685585192
-12.15,-7.37,-2.95,14.51350750163447
-13.65,-6.83,-3.77,15.722095916257476
-15.79,-6.25,-4.18,17.48882500341289
-18.16,-5.81,-4.13,19.50893641385916
-19.55,-5.55,-3.61,20.640666171419955
-19.61,-5.37,-3.17,20.57760676074844
-19.61,-5.57,-2.78,20.574386989652936
-19.58,-6.66,-2.14,20.792104270611954
-18.65,-8.44,-1.11,20.500931686145385
-16.45,-9.74,0.42,19.121885367295768
-14.12,-10.22,2.59,17.621886959119898
-12.17,-10.64,4.95,16.906241451014473
-10.18,-12.03,7.08,17.276565052116116
-7.81,-14.45,8.64,18.559315720144426
-5.07,-16.88,9.74,20.137201891027463
-2.47,-18.51,10.62,21.482676741970494
-0.52,-19.46,11.58,22.65079248061754
0.84,-19.61,12.3,23.16349930386167
2.18,-19.61,12.8,23.51902421445244
3.91,-19.61,13.44,24.093023886594228
6.12,-19.61,14.32,25.04134381378124
8.34,-19.61,15.15,26.1463228772231
10.02,-19.61,15.87,27.14423327338608
11.13,-19.61,16.12,27.71792560780839
12.31,-19.61,16.03,28.161127463224908
14.17,-19.61,15.83,28.91245233459106
16.23,-19.61,15.32,29.70971894851919
17.54,-19.61,14.38,29.983130256862776
17.49,-18.83,12.85,28.733108081096965
15.95,-16.33,10.98,25.33045202912889
13.77,-13.94,8.94,21.53741163649894
11.74,-12.31,6.74,18.29730307996236
10.13,-10.95,4.37,15.54401170869348
8.95,-9.35,2.08,13.109210502543622
8.18,-7.34,-0.32,10.995017053192775
7.63,-4.82,-2.99,9.507334011172638
7.16,-2.03,-5.12,9.033321648208924
6.97,1.0,-6.4,9.515298208674285
7.35,4.34,-6.66,10.82652760583928
8.3,8.39,-5.64,13.080202597819348
9.7,13.0,-4.04,16.71560947138931
11.63,16.71,-2.51,20.512949568504283
13.82,17.85,-1.3,22.61205209617208
15.56,15.69,-0.36,22.10021040623822
16.49,11.37,0.15,20.03046429816343
16.95,6.88,0.25,18.294791608542575
17.29,3.46,0.45,17.63854302373073
17.59,0.95,0.76,17.632022005430915
18.13,-1.73,2.37,18.365911357730116
19.15,-4.91,4.69,20.31813721776679
19.61,-8.67,7.57,22.738203535020087
19.61,-13.15,10.78,25.955404061582243
19.61,-18.03,13.05,29.663706781182963
19.61,-19.61,14.3,31.202471055991705
19.61,-19.61,14.72,31.397175032158547
19.05,-19.61,14.2,30.80737898621043
16.97,-19.6,13.85,29.39325432816176
13.8,-19.6,13.75,27.634444087044702
10.59,-19.61,13.84,26.234439197360405
8.21,-19.61,13.82,25.356431136893065
6.41,-19.6,13.32,24.54934826018809
4.82,-19.43,12.27,23.47999574105583
3.49,-19.18,10.29,22.043969696948867
2.35,-18.94,7.51,20.50966113810757
1.35,-18.52,4.73,19.162092787584555
0.48,-17.84,2.36,18.001822129995617
-0.56,-16.88,0.4,16.894022611562942
-2.03,-15.54,-1.51,15.74460542535125
-3.8,-13.93,-3.37,14.827063094220648
-5.76,-12.48,-4.84,14.572357393366389
-8.12,-11.19,-5.34,14.821136933447448
-11.38,-9.81,-4.76,15.76065036729132
-15.67,-8.34,-3.35,18.06452324308616
-19.1,-7.37,-1.95,20.565247384848064
-19.61,-8.58,-1.32,21.44553333447317
-19.61,-12.32,-1.7,23.22120797891445
-19.58,-16.0,-2.12,25.374609356598967
-18.11,-17.73,-1.29,25.376940319904605
-15.24,-17.74,1.04,23.410399398557896
-12.3,-17.34,4.21,21.67232567123335
-9.6,-17.33,7.63,21.229832783137976
-7.36,-17.85,10.69,22.06962165511679
-5.22,-18.98,13.04,23.612081653255395
-3.18,-19.61,14.63,24.671874675427485
-1.14,-19.61,15.59,25.07787471058901
1.03,-19.61,16.13,25.41239658119635
3.4,-19.61,16.7,25.98080252802057
6.5,-19.61,17.34,26.971794526875662
11.0,-19.61,17.85,28.7084412673346
16.01,-19.61,18.21,31.18455226550479
19.33,-19.61,18.37,33.1007235570463
19.61,-19.61,18.2,33.17143650793556
19.61,-19.61,18.0,33.062126368399234
19.61,-19.61,17.33,32.7021880001935
19.6,-18.62,15.85,31.33826574652784
19.61,-15.65,13.85,28.658281525590468
18.17,-8.81,9.09,22.14482106498041
16.09,-5.17,6.91,18.25828852877509
13.7,-1.59,4.89,14.633188306039116
11.47,1.75,2.77,11.92880128093347
9.76,4.88,0.29,10.91586460157875
8.68,7.82,-2.14,11.877474479029624
8.2,10.94,-2.92,13.980343343423293
8.38,14.8,-2.41,17.17767446425738
9.04,18.41,-1.21,20.54540824612643
10.05,19.61,0.19,22.0361226171938
11.74,18.78,0.88,22.165071621810743
13.79,14.58,0.96,20.091343907265134
15.38,9.74,0.98,18.231083346855723
16.16,6.56,1.08,17.474140894476044
16.16,4.88,1.34,16.933859571875512
15.7,3.51,1.32,16.141638702436627
15.33,1.66,1.13,15.460963747451192
15.78,-1.25,1.68,15.918332199071608
17.28,-5.05,3.0,18.25105202447245
19.12,-9.26,5.56,21.95986338755321
19.61,-13.01,8.28,24.9473565733927
19.61,-17.03,9.86,27.78115548352876
19.61,-19.52,11.75,30.060688614867093
19.53,-19.61,13.09,30.615700220638427
18.77,-19.61,12.93,30.06742256995102
18.39,-19.61,12.92,29.82734651288981
16.84,-19.6,13.15,28.99427702150892
13.82,-19.61,13.15,27.358124935748062
11.18,-19.61,13.41,26.25590600226928
8.86,-19.61,13.72,25.5203859688681
6.55,-19.61,13.23,24.545620790682804
4.63,-19.61,11.85,23.37544651979936
3.22,-19.51,9.93,22.127209494195156
1.75,-18.68,7.77,20.307087432716685
0.14,-17.03,5.59,17.924525098311534
-0.86,-14.89,3.45,15.308631552166904
-1.93,-12.35,1.59,12.600615064353008
-3.33,-9.83,0.03,10.378761968558678
-4.99,-7.86,-1.51,9.431850295673696
-7.03,-6.57,-2.88,10.043913579875127
-9.83,-5.68,-3.75,11.956328868009612
-13.76,-5.19,-3.61,15.14284649595313
-18.3,-5.17,-2.04,19.125388884935127
-19.61,-5.2,-0.14,20.28821579143913
-19.61,-4.78,0.76,20.1984677636696
-19.61,-5.31,1.23,20.35340512051976
-19.6,-7.74,0.78,21.08734217486879
-19.61,-10.86,0.35,22.419058856249965
-19.43,-14.39,2.0,24.26101811548724
-17.68,-17.83,5.95,25.804918135890297
-14.51,-19.6,11.19,26.831254163754625
-10.71,-19.61,15.53,27.210973889223443
-5.73,-19.61,18.27,27.40762485148977
0.25,-19.61,19.56,27.69852342634892
6.4,-19.61,19.61,28.461626798199717
14.07,-19.61,19.61,31.097734644182687
19.33,-19.61,19.61,33.80463133950731
19.61,-19.61,19.61,33.96551633642569
19.61,-19.61,19.61,33.96551633642569
19.6,-19.61,19.6,33.95397031276313
19.59,-19.57,18.88,33.5142865059067
19.61,-18.14,16.63,31.4669445609198
19.61,-14.52,13.86,28.062111467243515
19.61,-9.55,11.18,24.510140758469745
19.6,-4.21,8.36,21.720352207089093
18.22,0.67,5.03,18.913439666015275
14.45,4.77,1.48,15.28874749611622
10.55,7.99,-0.1,13.234523036362134
8.19,11.51,-1.01,14.162496248896238
7.42,15.5,-2.76,17.404712005660993
8.33,18.61,-3.85,20.749542163623754
