x,y,z,a
-5.96,-5.37,0.72,8.054619792392437
-5.48,-6.72,0.71,8.700166665070274
-4.67,-8.27,0.62,9.51767828832221
-3.93,-9.71,0.5,10.48708729819677
-3.32,-11.23,0.37,11.71632194846147
-2.74,-13.01,0.34,13.299748117915616
-2.02,-14.92,0.47,15.063455778804544
-0.92,-16.72,1.0,16.77512444067107
0.66,-18.14,2.22,18.287252390668208
2.34,-19.22,3.76,19.723630497451527
4.14,-19.61,5.06,20.671122369140964
6.45,-19.61,5.58,21.384363446219297
8.93,-19.61,5.58,22.25833327093473
11.87,-19.61,5.04,23.4702066458734
14.01,-19.61,4.95,24.603550556779403
14.59,-19.61,5.07,24.96247383573992
14.44,-19.61,5.17,24.89567432306263
14.11,-19.21,5.32,24.42168298868856
13.42,-17.39,5.48,22.63932198631399
12.44,-15.16,5.39,20.33792762303967
11.36,-13.33,4.95,18.200027472506736
10.37,-11.72,4.22,16.208136845424278
9.54,-9.98,3.55,14.255332335656016
8.79,-7.91,3.0,12.199680323680616
7.82,-5.82,2.48,10.058588370144191
6.93,-3.86,2.08,8.200664607213247
6.33,-1.75,1.87,6.828491780766819
5.71,0.15,1.61,5.934534522605796
4.9,1.66,1.19,5.308643894630719
4.0,2.8,0.79,4.946119691232714
3.19,3.5,0.58,4.7710061831861
2.65,3.95,0.2,4.760777247467056
2.24,4.42,-0.01,4.955209380036327
1.73,4.9,-0.34,5.207542606642792
1.33,5.34,-0.78,5.558138177483536
1.04,5.56,-0.79,5.71133084315731
0.7,5.37,-0.56,5.444308955230222
0.23,4.67,-0.56,4.709076342553813
-0.07,3.51,-0.79,3.598485792663353
0.14,2.21,-1.28,2.557752920045249
0.79,1.44,-1.92,2.5266776604861967
1.49,1.21,-2.54,3.18367711930717
2.49,1.0,-2.84,3.90713449986048
3.8,0.18,-2.7,4.665018756661113
4.99,-1.71,-2.05,5.659213726305095
5.95,-5.33,-0.5,8.00383658004085
7.65,-11.6,1.52,13.978301041256769
10.33,-18.02,1.19,20.80493691410767
13.95,-19.61,1.3,24.100717831633148
18.1,-19.61,5.42,27.231204527159647
19.61,-19.61,6.35,28.45042530437814
18.75,-19.59,5.4,27.64942314045629
14.69,-19.6,3.81,24.788549776055884
9.84,-19.61,3.02,22.147191695562668
6.32,-19.61,3.57,20.91027020389741
4.08,-19.61,4.13,20.451293357633887
2.6,-18.88,4.92,19.683007900216875
1.43,-16.06,5.35,16.987966329140164
0.76,-13.25,4.71,14.0827625130867
0.15,-11.38,3.98,12.056836235099157
-0.93,-10.03,3.23,10.57821818644331
-1.8,-9.0,2.23,9.445258069528856
-2.78,-7.6,1.79,8.288093870124783
-4.1,-5.88,1.44,7.311497794569865
-5.2,-4.18,0.91,6.733535475513587
-6.1,-2.56,0.5,6.634274640079351
-7.07,-0.91,0.3,7.13463383783639
-8.24,0.79,0.39,8.286965669049197
-9.64,2.31,0.58,9.929859012090755
-11.1,3.39,0.54,11.618678926625003
-12.37,3.76,0.36,12.933835471351877
-13.03,3.28,0.02,13.43650624232356
-12.66,2.13,-0.67,12.855403533145118
-11.38,0.73,-1.29,11.476123038726971
-9.96,-0.49,-1.5,10.08423026313858
-7.68,-2.77,-1.09,8.236710508449352
-6.72,-4.08,-0.5,7.877486908906926
-6.12,-5.25,0.28,8.068165838652549
-5.36,-6.82,0.73,8.7048779428548
-4.44,-9.56,0.99,10.587128978150782
-4.02,-13.69,1.52,14.34875952826585
-4.07,-18.21,2.25,18.79445396918996
-2.94,-19.61,3.46,20.128767970245967
0.07,-19.61,7.26,20.91087276992522
4.55,-19.61,11.14,23.00769871151828
11.55,-19.6,13.62,26.51540872775677
18.12,-19.61,13.7,30.009606795158117
19.61,-19.61,12.57,30.448466299634863
19.61,-19.61,12.46,30.403220224180203
17.48,-19.61,9.49,27.931390942808417
14.78,-19.44,7.6,25.57580888261405
13.71,-17.03,7.32,23.05574548783882
13.35,-13.29,6.83,20.037352619545327
12.27,-10.67,6.21,17.4059156610619
10.97,-8.85,5.1,14.989109379813064
9.08,-6.14,3.89,11.630911400229992
6.87,-3.29,2.64,8.061674763968092
5.23,-1.17,1.94,5.699596476944662
4.42,0.63,1.37,4.670139184221386
4.02,2.4,0.5,4.7085454229517625
3.86,4.24,-0.5,5.755623337224215
3.99,5.82,-1.34,7.182485642171518
4.43,6.9,-1.9,8.416941249646454
4.6,7.59,-2.21,9.146157663193874
4.21,8.17,-1.92,9.389323724315824
3.53,8.61,-1.16,9.37755831760059
2.75,8.6,0.22,9.031660976808196
1.79,7.55,0.23,7.762699272804531
1.16,5.51,-0.25,5.636328592266423
1.36,3.09,-1.33,3.6285809898636687
2.08,1.12,-2.43,3.389055915738187
2.65,0.08,-2.83,3.877860234717079
2.98,-0.02,-3.11,4.307307743823281
3.3,0.5,-3.26,4.665576063038732
3.69,0.89,-3.08,4.888210306441407
4.35,0.07,-2.45,4.99298507908846
6.12,-2.85,-0.92,6.813464610607441
7.94,-8.09,1.49,11.432926134634126
11.6,-15.67,2.55,19.66243626817389
16.84,-19.61,0.08,25.848483514512026
19.61,-19.61,-2.96,27.890245606663274
19.61,-19.61,-3.21,27.9178849485415
19.61,-19.59,-2.25,27.80975907842425
18.68,-19.6,1.86,27.13967575340575
13.88,-19.61,4.55,24.452177817118866
8.23,-19.61,5.86,22.059569352097515
3.89,-19.61,6.51,21.025325205570542
1.4,-19.61,6.54,20.719162627866982
1.17,-19.37,5.48,20.164230706873
1.84,-16.82,4.19,17.43141130258821
1.42,-12.47,3.54,13.040279904971367
-0.32,-8.11,3.17,8.71340346822067
-2.57,-4.57,2.54,5.825924819288351
-5.18,-1.45,2.01,5.742386263566741
-7.95,1.32,1.71,8.238264380317009
-10.35,3.26,1.69,10.982085412161023
-12.05,3.99,1.96,12.84383898995935
-13.1,3.81,2.25,13.827096586051606
-13.64,3.29,2.28,14.21520664640511
-13.72,2.72,1.86,14.110152373379956
-13.52,1.94,0.94,13.69078522218503
-13.23,0.69,0.19,13.24934337995661
-12.76,-0.82,-0.06,12.786461590291507
-11.95,-2.38,0.03,12.184736353323366
-10.87,-4.15,0.5,11.6460036063879
-9.61,-5.82,0.87,11.268602397813138
-8.39,-6.42,1.23,10.635854455566792
-7.27,-6.8,2.09,10.171578048660884
-5.75,-8.46,3.04,10.671255783646084
-4.24,-11.81,4.05,13.1854541067041
-3.08,-16.36,5.3,17.470718359586705
-1.97,-19.41,5.86,20.37077809019577
-0.29,-19.61,6.23,20.57787889943956
2.5,-19.61,6.95,20.95482283389673
6.76,-19.61,7.53,22.066957198490236
11.92,-19.6,9.46,24.81406859021713
17.02,-19.61,10.09,27.857505272367803
19.6,-19.61,9.14,29.19335027022421
19.61,-19.61,8.85,29.11059429142593
18.55,-19.61,8.56,28.318336815568813
15.71,-19.41,8.39,26.342822551883085
13.41,-17.5,7.74,23.366336897340155
13.13,-14.57,6.75,20.742331112967992
12.56,-11.48,5.79,17.974095248440182
11.19,-8.64,4.93,14.972327808326934
9.53,-5.9,4.0,11.90087811886165
7.65,-3.43,3.03,8.91449942509393
5.94,-1.58,1.85,6.418917354196111
4.67,0.01,0.66,4.716418132439065
3.86,1.03,-0.16,3.998262122472712
3.67,1.55,-0.83,4.06943485019726
3.94,2.03,-1.78,4.776285167365952
4.29,2.72,-2.25,5.55562777730834
4.53,3.98,-2.73,6.6192295624188775
4.46,5.81,-2.63,7.782326130405998
