x,y,z,a
-7.04,-7.05,-1.87,10.137110041821584
-7.84,-12.08,-4.06,14.962473057619851
-8.46,-17.6,-6.88,20.704250771278836
-9.41,-19.61,-9.88,23.889633735158014
-9.25,-19.61,-10.75,24.2007665167862
-6.26,-19.61,-9.06,22.490515778878883
-1.68,-19.6,-8.21,21.31634349507439
4.46,-19.6,-9.43,22.20307411148285
11.16,-19.61,-10.14,24.736962222552712
14.99,-19.61,-9.48,26.440926610086876
13.16,-19.61,-8.84,25.216726591689092
7.54,-18.97,-8.98,22.30141026930808
2.34,-17.06,-8.97,19.41597538111336
0.57,-15.54,-8.36,17.655200367030673
1.36,-14.38,-7.59,16.31692679397686
2.03,-13.15,-6.93,15.00227649391918
1.84,-11.8,-6.11,13.414831344448578
1.43,-10.45,-5.34,11.822140246165242
1.26,-9.22,-4.72,10.43428962603588
1.34,-7.97,-3.92,8.982366058004983
1.6,-6.79,-2.99,7.5897430786555615
1.73,-5.86,-2.3,6.528590965897619
1.66,-5.18,-1.66,5.687143395413904
1.55,-4.62,-0.98,4.97064382147826
1.5,-4.01,-0.38,4.298197296541889
1.79,-2.61,0.54,3.2105762722601687
2.1,-1.92,0.89,2.981358750637031
2.57,-1.31,1.18,3.1166327983899547
3.07,-0.83,1.41,3.4787785212628872
3.27,-0.45,1.5,3.625658560868632
3.1,-0.22,1.56,3.477355316903925
2.92,-0.14,1.61,3.3373792112973915
2.83,0.04,1.67,3.286244056670168
2.79,0.34,1.75,3.3109213219283844
2.88,0.69,1.97,3.5568806558556334
3.03,1.0,2.24,3.8985253622363416
2.91,1.25,2.24,3.8792009486490895
2.62,1.29,1.79,3.42528830903327
2.45,0.97,0.98,2.811369772904305
2.33,0.31,0.14,2.354697432792587
2.34,-0.78,-0.51,2.5187496898262838
2.81,-1.92,-1.06,3.5645616841345302
3.69,-2.66,-1.38,4.753535526321435
4.82,-4.39,-3.83,7.561309410412988
7.45,-11.33,-8.03,15.759197314584268
12.75,-18.55,-12.09,25.550598818814404
18.33,-19.61,-16.26,31.383572135752807
18.58,-18.52,-15.67,30.557416448384505
13.91,-16.17,-14.93,26.03578114825826
13.41,-18.09,-16.06,27.6586297563708
15.13,-19.57,-16.77,29.88535929180039
13.63,-19.61,-15.87,28.673784193928785
9.43,-19.61,-14.1,25.9284978353934
4.82,-19.57,-13.22,24.10364495257927
1.32,-18.34,-12.64,22.31294691429171
-0.3,-16.0,-11.52,19.71802221319369
-0.73,-14.08,-10.03,17.3026067400262
-0.92,-12.49,-8.66,15.226362008043813
-1.1,-10.73,-7.24,12.990785195668506
-1.32,-8.81,-5.99,10.73492431272806
-1.76,-6.91,-5.32,8.896521792251171
-2.39,-5.18,-4.82,7.468393401528872
-3.08,-3.81,-4.36,6.558361075756656
-3.77,-2.79,-3.82,6.048917258485191
-4.41,-2.06,-3.05,5.744057799152095
-4.98,-1.61,-2.13,5.650610586476474
-5.45,-1.37,-1.36,5.781781732303633
-5.71,-1.19,-0.79,5.88594087635953
-5.67,-1.03,-0.43,5.778814757370234
-5.38,-0.91,-0.34,5.467001006036124
-4.96,-0.79,-0.32,5.0327030510452335
-4.44,-0.63,-0.28,4.493205982369382
-4.0,-0.48,-0.14,4.031128874149275
-3.94,-0.27,-0.09,3.950265813840887
-4.26,-0.07,-0.19,4.264809491642035
-4.35,0.01,-0.14,4.352263778770767
-4.48,-0.01,0.04,4.480189728125362
-4.8,-0.27,0.17,4.810592479102756
-5.09,-0.7,0.19,5.141420037304869
-5.3,-1.21,0.16,5.438722276417504
-5.74,-1.74,0.09,5.998608171901212
-5.13,-3.07,-0.47,5.99689086110461
-5.61,-4.67,-1.38,7.428687636453697
-12.79,-7.11,-3.75,15.106247052130453
-13.6,-14.13,-4.26,20.0689934974328
-12.01,-19.23,-7.42,23.85559473163476
-8.92,-19.61,-12.16,24.7383123919155
-3.64,-19.61,-13.61,24.14609285163958
2.31,-19.61,-11.2,22.70084139409815
8.68,-19.59,-10.29,23.769615057884295
15.87,-19.61,-11.03,27.53306920777268
19.61,-19.61,-9.83,29.42334277406291
17.88,-19.51,-8.32,27.740888594275415
10.59,-17.68,-8.35,22.23629915251187
4.46,-15.73,-8.7,18.520650636519225
3.68,-15.28,-8.25,17.75058590582294
5.52,-14.75,-7.31,17.36286266719863
6.36,-13.34,-6.34,16.081069616166705
5.86,-11.48,-5.53,14.02536630537684
5.13,-9.63,-4.87,11.948669381985596
4.62,-7.92,-4.41,10.17442381660996
4.28,-6.53,-4.05,8.795555695918251
3.84,-5.4,-3.65,7.56492564404965
3.36,-4.36,-3.23,6.38217047719661
3.02,-3.35,-2.79,5.303489417355332
2.98,-2.49,-2.32,4.523593704125073
3.2,-1.79,-1.77,4.0714862151307845
3.61,-1.13,-1.03,3.9204464031536
4.0,-0.42,-0.23,4.028560536966027
4.22,0.29,0.54,4.26428188561685
4.32,0.86,1.1,4.54004405264971
4.44,1.22,1.45,4.827473459274531
4.88,1.41,1.8,5.389109388386916
4.55,1.81,2.1,5.328095344492251
3.5,1.99,2.13,4.554887484889171
2.38,1.99,2.18,3.791688278326688
1.6,1.94,2.28,3.3944071647343663
1.11,1.91,2.25,3.153204719012072
0.81,1.79,1.99,2.7964799301979624
0.8,1.6,1.63,2.420103303580242
1.19,1.33,1.03,2.0605581768054986
1.66,0.75,0.05,1.8222513547806731
1.98,-0.38,-1.02,2.259468964159499
2.29,-2.21,-1.66,3.589401064244562
2.79,-5.71,-2.25,6.741713432058649
3.86,-13.5,-4.35,14.699391143853545
5.4,-19.26,-8.94,21.90961432796114
7.78,-19.61,-13.83,25.22596678028416
8.54,-19.61,-13.71,25.405664722655853
10.42,-17.44,-13.03,24.13526258402837
15.32,-15.01,-13.61,25.4014684614886
18.07,-16.77,-13.9,28.3013745249237
14.01,-19.25,-13.34,27.29099118756957
6.67,-19.61,-12.93,24.41773740541904
0.59,-19.61,-12.49,23.257263381576088
-2.93,-19.57,-11.55,22.912274003249877
-4.09,-18.3,-10.8,21.639272168906235
-3.66,-15.88,-10.27,19.262473880579307
-2.85,-13.62,-9.37,16.77569074583816
-2.57,-11.75,-8.13,14.51772365076564
-3.15,-9.89,-6.93,12.480364578008128
-4.03,-7.83,-5.85,10.572241957125271
-4.4,-5.84,-4.82,8.757739434351766
-4.47,-3.96,-3.73,7.040980045419813
-4.62,-2.28,-2.56,5.752947070849862
-5.01,-0.9,-1.46,5.295441435801173
-5.55,0.21,-0.62,5.588470273697445
-6.06,1.02,0.1,6.146055645696677
-6.49,1.46,0.75,6.694340893620521
-6.68,1.48,0.92,6.903564296796257
-6.5,1.07,1.0,6.662949797199436
-6.81,1.14,1.08,6.988712327746793
-6.42,1.09,0.79,6.559618891368613
-3.41,-0.11,-0.11,3.4135465428202383
-4.88,2.12,0.18,5.323645367602917
-9.45,2.32,-0.88,9.770327527775104
-9.86,0.23,-0.23,9.865363652699276
-8.96,-2.1,-0.24,9.20593286962272
-7.49,-3.39,-0.55,8.239824027247185
-6.14,-4.44,-0.81,7.620321515526757
-5.36,-6.15,-1.03,8.222712447848338
-4.92,-9.64,-2.18,11.040307966719045
-6.6,-15.65,-4.85,17.663663266717922
-7.65,-19.5,-8.65,22.66263444527136
-7.1,-19.61,-11.41,23.77288791880364
-4.97,-19.61,-11.53,23.285057440341436
-0.08,-19.6,-9.34,21.711794029973664
6.9,-19.6,-8.82,22.573488875227067
13.31,-19.61,-9.77,25.63515359813551
17.47,-19.61,-9.5,27.928533796101792
17.15,-19.57,-7.89,27.1911658448107
12.09,-18.1,-7.38,22.98352670936295
6.07,-15.83,-7.91,18.708337713436755
3.82,-15.08,-7.8,17.402264220497287
4.38,-14.79,-7.07,16.96801107967578
4.68,-14.01,-6.46,16.121851630628537
4.01,-12.66,-5.82,14.499244807920167
3.34,-10.95,-4.99,12.48832254548224
3.18,-9.21,-4.16,10.59443721959784
3.31,-7.77,-3.44,9.119353047228731
3.1,-6.57,-2.89,7.818375790405575
2.55,-5.56,-2.38,6.563573721685466
2.01,-4.77,-1.82,5.486838798433939
1.65,-3.98,-1.26,4.48893083038712
1.54,-3.15,-0.74,3.583531777450843
1.59,-2.4,-0.2,2.8858447636697298
1.8,-1.67,0.28,2.4712952069714373
2.13,-0.9,0.78,2.440348335791429
2.46,-0.02,1.41,2.835507009337131
2.74,0.88,1.9,3.448477925114209
3.28,1.58,2.2,4.253798302693723
3.97,2.14,2.57,5.190895876435974
3.87,2.8,2.97,5.624748883283591
3.52,3.17,3.09,5.655740446661251
3.23,3.07,3.25,5.515460089602679
3.02,2.95,3.18,5.285385511010526
2.78,2.66,2.78,4.746830521516436
2.41,1.7,1.91,3.5137159816923167
2.55,0.63,0.35,2.6498867900346235
3.29,0.47,-1.23,3.543712742308552
4.34,0.52,-2.06,4.832142382008212
5.69,-0.66,-1.87,6.025661789380483
7.32,-4.87,-2.86,9.24547997672376
8.78,-14.42,-6.01,17.920516175601637
11.05,-19.61,-11.81,25.419101085600964
14.53,-19.61,-14.89,28.58994753405469
13.66,-18.77,-12.5,26.36585860540104
12.13,-15.33,-12.28,23.08558424645129
16.11,-16.4,-13.52,26.669880014728225
17.4,-19.08,-13.25,29.0235921277846
13.15,-19.61,-12.85,26.88116626934181
6.6,-19.61,-12.36,24.10148750596112
0.78,-19.61,-11.7,22.848424453340325
-2.97,-19.54,-10.9,22.57083294874161
