x,y,z,a
4.29,2.11,4.44,6.524553624578466
3.39,4.88,5.44,8.05605983095955
2.94,6.59,5.97,9.365500520527451
3.06,6.97,6.05,9.72352816625735
3.66,6.95,5.53,9.606195917219262
4.39,7.71,5.04,10.203813012790857
4.61,9.11,5.07,11.39952191979997
3.99,10.16,5.39,12.173651876080571
2.89,10.21,5.62,12.007522642077342
1.68,9.42,5.74,11.158243589382694
0.66,8.23,5.57,9.959588344906631
-0.02,7.05,5.1,8.701315992423215
-0.42,6.15,4.41,7.57937992186696
-0.58,5.53,3.58,6.61314599869079
-0.43,4.95,2.79,5.698376961907663
-0.05,4.32,2.08,4.794924399821128
0.5,3.65,1.3,3.906724971123511
1.32,2.9,0.48,3.2222352490158133
2.65,1.57,-0.95,3.2233367804187014
4.84,-2.09,-4.35,6.834925017876933
9.19,-8.97,-7.64,14.942777519591194
16.21,-16.66,-10.7,25.58924969591723
19.61,-19.61,-14.89,31.477234630761323
19.61,-19.61,-18.59,33.387007952196015
19.61,-19.61,-19.61,33.96551633642569
19.59,-19.59,-19.61,33.942426253878786
19.6,-19.6,-19.61,33.95397031276313
18.66,-19.61,-19.14,33.15248557800757
15.59,-19.59,-16.19,29.814967717574337
11.83,-17.18,-11.82,23.975272678324224
7.52,-11.31,-7.66,15.593014461610686
2.68,-5.37,-3.62,7.008830144895795
-2.16,0.26,0.27,2.1922819161777527
-6.79,5.46,3.6,9.427390943415892
-10.91,9.25,6.07,15.5381948758535
-14.21,11.13,6.51,19.18804575771071
-15.7,10.11,5.02,19.3365586390133
-15.7,7.3,2.84,17.54552934510669
-15.75,4.67,0.8,16.447230769950302
-16.69,3.69,-0.46,17.09923390096761
-18.09,4.63,-0.64,18.684073431669017
-18.78,5.94,-0.26,19.698720770649047
-17.97,6.12,0.11,18.9838721023926
-16.14,4.88,0.03,16.861639896522522
-14.04,3.0,-0.35,14.361201203242018
-12.17,1.56,-0.6,12.284237868097476
-10.54,0.63,-0.65,10.57879955382462
-8.95,-0.53,-0.87,9.00779107217746
-7.57,-2.37,-1.6,8.092082550246259
-6.49,-4.28,-2.61,8.200646315992417
-5.4,-6.08,-3.74,8.95064243504342
-4.19,-8.43,-5.23,10.769117884023744
-2.96,-12.77,-7.78,15.243454332925984
-1.61,-18.07,-11.62,21.54394114362551
0.71,-19.61,-16.51,25.644420445781183
4.95,-19.61,-19.48,28.080687313525644
11.12,-19.61,-19.61,29.87906625047041
17.13,-19.6,-19.61,32.59062748705523
19.61,-19.6,-19.6,33.95397031276313
19.61,-19.61,-18.79,33.49878057482093
19.61,-19.61,-15.51,31.77521518416516
19.6,-19.61,-11.57,30.04291929889637
19.6,-19.61,-7.21,28.647795726722155
19.61,-19.61,-3.19,27.915592417142072
19.61,-19.37,-0.09,27.56369169759377
19.29,-16.23,1.66,25.26405747301886
17.27,-10.63,2.07,20.384668258276857
14.15,-4.76,1.87,15.045829987076154
10.67,0.73,1.45,10.792789259500994
6.92,6.2,1.66,9.438326122782575
3.32,11.52,2.69,12.286940221226764
1.51,14.95,4.18,15.596634252299436
2.23,15.36,5.74,16.54841684270734
3.95,14.71,6.92,16.72940524944028
4.71,15.69,7.96,18.213231454083044
4.13,17.55,8.63,19.988404138399844
3.26,18.09,8.75,20.357755279008536
2.88,16.73,8.08,18.80089625523209
2.35,14.38,6.55,15.975274645526444
1.7,11.81,4.43,12.72756850305666
1.4,9.43,2.76,9.924842568020914
1.33,7.51,2.41,7.998568621947304
1.29,5.64,2.44,6.279116179845695
1.12,3.96,2.62,4.878565362891021
0.66,2.81,2.86,4.063409898102823
0.23,2.05,2.87,3.534444793740596
0.51,1.4,2.09,2.5667489164310555
2.1,0.74,0.88,2.394159560263267
4.62,-0.27,-0.74,4.68667259364253
7.32,-2.81,-2.86,8.346142821687154
9.87,-8.18,-5.27,13.860093794776423
12.91,-16.03,-8.33,22.20400639524318
17.62,-19.61,-11.7,28.842789393538204
19.61,-19.61,-15.73,31.883178950663
19.61,-19.61,-19.14,33.6963469830188
19.61,-19.59,-19.61,33.95397325792668
19.6,-19.6,-19.0,33.60535671585708
18.98,-19.61,-16.89,32.09461948676133
16.06,-19.61,-14.97,29.43767314174135
13.39,-19.23,-12.48,26.54873631644264
11.12,-15.86,-9.39,21.52594016529824
7.91,-11.06,-6.32,14.99446898026069
4.31,-7.09,-3.52,9.013023909876196
1.18,-3.82,-0.93,4.104838608276822
-1.27,-0.37,1.2,1.7860011198204775
-3.17,3.18,2.85,5.318251592393876
-4.95,5.93,3.68,8.556272552928641
-6.69,7.16,3.53,10.415498067783412
-8.12,6.61,2.93,10.872506610713096
-9.07,5.2,2.35,10.715754756432233
-9.74,4.36,2.23,10.901839294357629
-10.38,4.58,2.81,11.688323233039032
-11.27,5.43,3.96,13.12171482695764
-12.32,6.22,4.99,14.675520433701832
-13.12,6.45,5.37,15.57478089733528
-13.35,6.06,5.04,15.503151292559846
-12.94,5.4,3.86,14.543149590099112
-11.87,4.73,2.18,12.962337752118636
-10.48,4.21,0.65,11.312691987321143
-9.15,3.7,-0.4,9.87787932706206
-8.08,2.9,-0.81,8.622789571826509
-7.89,2.02,-0.66,8.171174946113931
-8.25,1.2,-0.31,8.342577539345978
-8.36,-0.41,-0.24,8.373487923201417
