x,y,z,a
3.42,0.08,0.4,3.4442415710864416
3.78,-3.23,-0.15,4.974314023058858
5.22,-7.11,-1.22,8.90443148100989
6.49,-10.71,-3.1,12.900937950397251
7.06,-15.73,-5.92,18.229725724760645
7.91,-19.37,-9.95,23.168243351622497
9.52,-19.61,-14.68,26.2808846883053
10.44,-19.61,-18.61,28.98064526541809
9.47,-19.61,-19.61,29.30503540349337
7.15,-19.6,-17.74,27.385947126217854
4.48,-19.61,-15.13,25.17020858078057
2.48,-19.61,-13.3,23.82419988163296
1.55,-19.59,-12.5,23.28992486033392
1.61,-18.8,-11.79,22.249408980914527
2.01,-16.81,-10.86,20.11357253199938
1.94,-14.34,-9.73,17.43766326088447
1.0,-11.64,-8.27,14.313717197150432
-0.65,-8.92,-6.57,11.0974681797246
-2.44,-6.45,-5.09,8.571125947038697
-3.77,-4.4,-3.96,7.018155028210763
-4.44,-2.88,-3.03,6.098270246553526
-4.73,-1.91,-1.86,5.429604037128307
-4.99,-1.12,-0.43,5.132192513926188
-5.62,-0.35,1.02,5.722525666172237
-6.74,0.33,2.28,7.122843533308871
-8.19,0.86,3.43,8.920795928615338
-9.63,1.36,4.24,10.609622990474262
-10.91,1.91,4.26,11.866920409272154
-11.97,2.29,3.64,12.719064431002778
-12.45,2.22,3.03,13.004299289081285
-12.13,1.7,2.56,12.513213016647644
-11.24,0.8,2.27,11.4948031736085
-10.37,-0.48,2.04,10.57964555171864
-10.02,-2.02,1.87,10.391231880773327
-10.25,-3.4,1.53,10.90703442737759
-10.76,-4.06,0.85,11.53185587839182
-11.17,-4.01,0.4,11.87472104935522
-11.22,-3.66,0.22,11.80391460490968
-10.93,-3.42,0.05,11.452676543061887
-10.41,-3.88,-0.16,11.110720048673713
-9.88,-5.32,-0.31,11.225546757285368
-9.58,-7.91,-0.71,12.443817742156142
-9.28,-12.06,-2.35,15.397548506174612
-8.36,-17.33,-5.61,20.042220435869872
-6.86,-19.61,-8.72,22.53109185103997
-5.68,-19.61,-10.93,23.15770714038849
-5.54,-19.61,-12.55,23.932116496457223
-5.95,-19.6,-13.36,24.455103761791733
-6.15,-19.6,-13.78,24.736024336986738
-5.71,-19.61,-13.52,24.493807380642156
-1.01,-19.61,-8.82,21.52590532358628
2.54,-19.61,-6.41,20.78681793829926
5.99,-19.61,-4.49,20.990290612566564
8.64,-19.49,-3.16,21.55215302469802
9.96,-17.35,-2.44,20.15385074867828
9.8,-13.8,-1.77,17.018016923249313
8.71,-11.12,-1.58,14.213194574056883
7.45,-9.8,-1.82,12.444070877329493
6.74,-9.05,-2.08,11.474166636405451
6.81,-7.85,-2.24,10.630907769329957
