x,y,z,a
10.49,-10.28,1.82,14.799692564374435
9.58,-8.38,2.2,12.916686881704612
8.53,-6.41,2.06,10.867041915811312
7.53,-4.5,0.94,8.822386298502238
6.95,-2.63,-1.26,7.537041860040317
7.0,-0.89,-3.43,7.845826916265742
7.37,0.58,-4.53,8.67030564628491
7.56,1.58,-4.47,8.923614738434196
7.27,2.19,-3.74,8.463840735741664
6.61,2.87,-2.92,7.775307067891274
5.97,4.19,-1.92,7.542108458514767
5.44,6.48,-1.7,8.629831979824406
5.05,8.87,-2.49,10.50616485688284
5.05,9.5,-4.01,11.481837831984912
5.84,7.57,-5.64,11.100454945631734
7.21,4.48,-6.93,10.958074648404253
8.43,1.79,-7.34,11.320097172727802
9.09,-0.01,-6.75,11.32213319123212
9.33,-1.39,-5.6,10.970004557884195
9.84,-3.24,-4.72,11.384269849226168
11.25,-6.05,-2.78,13.072620242323266
13.62,-10.0,-1.3,16.946810909430717
16.43,-15.54,-1.39,22.657638888463204
19.0,-19.37,-2.23,27.224433878411503
19.61,-19.61,-2.57,27.85155471423453
19.61,-19.61,-1.87,27.795702905305344
17.66,-19.61,-1.17,26.41583994500269
13.23,-19.6,-0.84,23.662174456292053
9.35,-19.46,-0.29,21.591623375744582
7.13,-18.19,0.85,19.555958171360466
5.9,-17.12,2.17,18.237688998335287
4.61,-17.8,3.06,18.640163625891272
2.95,-19.22,3.4,19.74008358644917
1.46,-19.61,3.46,19.96635419900188
0.56,-19.61,3.56,19.93838759779737
-0.17,-19.57,4.16,20.007983406630466
-1.28,-18.06,5.45,18.907789400138768
-3.03,-14.58,6.89,16.408211358950737
-5.55,-10.83,7.9,14.508666375652863
-8.73,-8.13,8.33,14.549869415221568
-11.98,-7.01,8.2,16.121429837331426
-14.28,-7.28,8.06,17.941025611709048
-14.79,-8.14,8.47,18.887683817768657
-13.77,-8.59,9.7,18.90743240104272
-12.48,-7.75,11.3,18.533831228324058
-11.92,-5.68,12.55,18.216786214917278
-12.14,-3.08,12.83,17.929721135589368
-12.5,-1.21,12.09,17.43221730016007
-12.46,-0.96,10.85,16.54979456065845
-11.77,-2.15,9.21,15.09899003244919
-10.64,-4.0,7.79,13.780192306350449
-9.53,-5.74,7.28,13.295371375031236
-8.53,-6.84,7.27,13.130095201482735
-7.43,-6.93,7.15,12.423860108677978
-6.04,-5.99,7.08,11.067434210330775
-4.49,-4.64,7.37,9.798295770183712
-2.96,-3.79,7.88,9.23147333853053
-1.58,-4.56,8.54,9.809260930365753
